description_arm,code,description_eng,abb_code,date,sna_info,value,quarter,year,USD_AMD,value_usd,value_yoy,value_usd_yoy
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2001-03-31,SNA 1993,-47119,1,2001,NA,NA,-260272.9,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2001-06-30,SNA 1993,-57730.1,2,2001,NA,NA,-247329.2,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2001-09-30,SNA 1993,-62054.9,3,2001,NA,NA,-250437.1,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2001-12-31,SNA 1993,-76272.2,4,2001,NA,NA,-243176.2,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2002-03-31,SNA 1993,-42264,1,2002,NA,NA,-238321.2,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2002-06-30,SNA 1993,-49021.5,2,2002,NA,NA,-229612.6,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2002-09-30,SNA 1993,-62450.4,3,2002,NA,NA,-230008.1,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2002-12-31,SNA 1993,-81022.3,4,2002,NA,NA,-234758.2,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2003-03-31,SNA 1993,-57950.5,1,2003,NA,NA,-250444.7,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2003-06-30,SNA 1993,-82720.6,2,2003,NA,NA,-284143.80000000005,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2003-09-30,SNA 1993,-72231.9,3,2003,NA,NA,-293925.3,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2003-12-31,SNA 1993,-77621.4,4,2003,NA,NA,-290524.4,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2004-03-31,SNA 1993,-72858.1,1,2004,NA,NA,-305432,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2004-06-30,SNA 1993,-80488.5,2,2004,NA,NA,-303199.9,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2004-09-30,SNA 1993,-79358.8,3,2004,NA,NA,-310326.8,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2004-12-31,SNA 1993,-64315,4,2004,482.9347826086956,-133.17533198289445,-297020.4,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2005-03-31,SNA 1993,-73615.3,1,2005,475.8203125,-154.71239471307774,-297777.6,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2005-06-30,SNA 1993,-78291.9,2,2005,450.4923076923077,-173.79186872481387,-295581,NA
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2005-09-30,SNA 1993,-71885.6,3,2005,453.2583333333333,-158.59741501351328,-288107.8,-620.2770104342994
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2005-12-31,SNA 1993,-99641.5,4,2005,452.29846153846154,-220.30032925842025,-323434.30000000005,-707.4020077098252
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2006-03-31,SNA 1993,-92994.9,1,2006,451.4187692307692,-206.00583391440728,-342813.9,-758.6954469111547
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2006-06-30,SNA 1993,-104010.4,2,2006,436.1709230769231,-238.46247995228404,-368532.4,-823.3660581386249
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2006-09-30,SNA 1993,-105679.7,3,2006,401.02215384615386,-263.5258401223949,-402326.5,-928.2944832475064
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2006-12-31,SNA 1993,-119416,4,2006,373.5910769230769,-319.64360868444396,-422101,-1027.6377626735302
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2007-03-31,SNA 1993,-125657.5,1,2007,359.4236923076923,-349.60828317468906,-454763.6,-1171.240211933812
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2007-06-30,SNA 1993,-130907.8,2,2007,353.1206153846154,-370.716957030154,-481661,-1303.494689011682
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2007-09-30,SNA 1993,-159534.2,3,2007,337.5812307692308,-472.5801835501245,-535515.5,-1512.5490324394116
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2007-12-31,SNA 1993,-212660.3,4,2007,316.85318181818184,-671.1635299974033,-628759.8,-1864.0689537523708
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2008-03-31,SNA 1993,-164320.4,1,2008,307.58353846153847,-534.2301503581516,-667422.7,-2048.6908209358335
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2008-06-30,SNA 1993,-205662.5,2,2008,307.10615384615386,-669.6788632344616,-742177.4,-2347.652727140141
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2008-09-30,SNA 1993,-252049,3,2008,302.1589393939394,-834.1603280232307,-834692.2,-2709.232871613247
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2008-12-31,SNA 1993,-291743.2,4,2008,306.21378787878785,-952.7435130239272,-913775.1,-2990.812854639771
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2009-03-31,SNA 1993,-156069.8,1,2009,326.3721875,-478.19577150703134,-905524.5,-2934.7784757886507
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2009-06-30,SNA 1993,-183765.6,2,2009,371.06738461538464,-495.2351179839614,-883627.6,-2760.334730538151
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2009-09-30,SNA 1993,-222267.5,3,2009,372.92015151515153,-596.0190113002499,-853846.1,-2522.1934138151696
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2009-12-31,SNA 1993,-302791.5,4,2009,384.27666666666664,-787.9518229053721,-864894.4,-2357.4017236966147
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2010-03-31,SNA 1993,-203172.2,1,2010,384.50203125,-528.4034504043989,-911996.8,-2407.6094025939824
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2010-06-30,SNA 1993,-205665.9,2,2010,383.7153846153846,-535.9855461780567,-933897.1,-2448.3598307880775
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2010-09-30,SNA 1993,-210448.6,3,2010,365.6118181818182,-575.606666782703,-922078.2,-2427.9474862705306
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2010-12-31,SNA 1993,-228016.5,4,2010,359.4166666666667,-634.4071412010202,-847303.2,-2274.402804566179
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2011-03-31,SNA 1993,-193933.1,1,2011,364.49921875,-532.0535409240846,-838064.1,-2278.0528950858647
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2011-06-30,SNA 1993,-216643.3,2,2011,373.63092307692307,-579.8323602765543,-849041.5,-2321.899709184362
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2011-09-30,SNA 1993,-221030.4,3,2011,371.8333333333333,-594.434065441506,-859623.2999999999,-2340.727107843165
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2011-12-31,SNA 1993,-259881,4,2011,380.833076923077,-682.4013347256924,-891487.8,-2388.721301367837
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2012-03-31,SNA 1993,-220783.9,1,2012,388.402,-568.4417176018661,-918338.6,-2425.1094780456187
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2012-06-30,SNA 1993,-247144.3,2,2012,401.5170769230769,-615.5262483327656,-948839.6,-2460.8033661018303
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2012-09-30,SNA 1993,-220438.3,3,2012,411.13461538461536,-536.1706160250714,-948247.5,-2402.5399166853954
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2012-12-31,SNA 1993,-302644.3,4,2012,406.4506060606061,-744.6029000504739,-991010.8,-2464.7414820101767
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2013-03-31,SNA 2008,-209587.3,1,2013,409.29359375,-512.0708049196041,-979814.2,-2408.3705693279153
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2013-06-30,SNA 2008,-207106.8,2,2013,414.35,-499.8354048509714,-939776.7,-2292.6797258461206
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2013-09-30,SNA 2008,-195279.1,3,2013,408.42560606060607,-478.126486445178,-914617.5,-2234.6355962662274
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2013-12-31,SNA 2008,-337789.8,4,2013,404.0480303030303,-836.0139752362173,-949763,-2326.0466714519707
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2014-03-31,SNA 2008,-205367.89999999997,1,2014,408.91578125,-502.2254200417949,-945543.6,-2316.2012865741617
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2014-06-30,SNA 2008,-210984.6,2,2014,413.02861538461536,-510.823202415478,-949421.3999999998,-2327.189084138668
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2014-09-30,SNA 2008,-219841.9,3,2014,408.3884848484848,-538.3156189664921,-973984.2,-2387.378216659982
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2014-12-31,SNA 2008,-264735.70000000007,4,2014,430.96363636363634,-614.2877905750329,-900930.1,-2165.6520319987976
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2015-03-31,SNA 2008,-157392.60000000003,1,2015,476.72890625,-330.1511570549956,-852954.8,-1993.5777690119985
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2015-06-30,SNA 2008,-111295.7,2,2015,476.5458461538461,-233.546679502626,-753265.9000000001,-1716.3012460991465
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2015-09-30,SNA 2008,-128004.2,3,2015,479.005,-267.2293608626215,-661428.2000000002,-1445.2149879952758
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2015-12-31,SNA 2008,-220208.9999999999,4,2015,477.9307575757576,-460.75502886020945,-616901.5,-1291.6822262804526
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2016-03-31,SNA 2008,-75189.90000000002,1,2016,487.54242424242426,-154.22227125533755,-534698.8,-1115.7533404807946
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2016-06-30,SNA 2008,-87590.90000000002,2,2016,478.514,-183.04772692126045,-510994,-1065.2543878994288
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2016-09-30,SNA 2008,-80351.40000000002,3,2016,475.29621212121214,-169.0554183914019,-463341.2,-967.0804454282091
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2016-12-31,SNA 2008,-192118.30000000005,4,2016,478.71,-401.32501932276335,-435250.5000000001,-907.6504358907632
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2017-03-31,SNA 2008,-77144.20000000001,1,2017,485.5846153846154,-158.8687070303837,-437204.8000000001,-912.2968716658094
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2017-06-30,SNA 2008,-104223.60000000003,2,2017,483.3658461538462,-215.62053014152687,-453837.5000000001,-944.8696748860758
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2017-09-30,SNA 2008,-105655.40000000002,3,2017,478.6426153846154,-220.73964290684847,-479141.5000000001,-996.5538994015224
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2017-12-31,SNA 2008,-312288.6,4,2017,483.1150769230769,-646.4062392524412,-599311.8,-1241.6351193312005
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2018-03-31,SNA 2008,-141246.40000000002,1,2018,481.61753846153846,-293.27503406788793,-663414,-1376.0414463687046
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2018-06-30,SNA 2008,-194496.80000000005,2,2018,483.5663076923077,-402.213299202305,-753687.2000000001,-1562.6342154294823
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2018-09-30,SNA 2008,-180762,3,2018,482.5387692307692,-374.6061695481145,-828793.8,-1716.5007420707486
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2018-12-31,SNA 2008,-307065.6000000001,4,2018,485.70969696969695,-632.1998550075431,-823570.8000000002,-1702.2943578258505
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2019-03-31,SNA 2008,-155897.5,1,2019,486.6484375,-320.3493281533448,-838221.9000000001,-1729.368651911307
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2019-06-30,SNA 2008,-151531.1000000001,2,2019,479.89784615384616,-315.7569912314674,-795256.2000000002,-1642.9123439404698
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2019-09-30,SNA 2008,-160743.80000000005,3,2019,475.18439393939394,-338.27668174746844,-775238.0000000002,-1606.582856139824
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2019-12-31,SNA 2008,-409454,4,2019,475.6837878787879,-860.7692976585859,-877626.4000000001,-1835.1522987908663
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2020-03-31,SNA 2008,-143842.50000000006,1,2020,480.4115384615384,-299.41516488267285,-865571.4000000001,-1814.2181355201944
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2020-06-30,SNA 2008,-115590.3,2,2020,483.2713846153846,-239.18300085570647,-829630.6000000001,-1737.6441451444337
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2020-09-30,SNA 2008,-157655.59999999998,3,2020,484.37666666666667,-325.48140909622674,-826542.4,-1724.848872493192
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2020-12-31,SNA 2008,-198557.0000000001,4,2020,500.8028787878788,-396.4773534860236,-615645.4000000001,-1260.5569283206296
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2021-03-31,SNA 2008,-91063.39999999997,1,2021,522.54765625,-174.26812446831246,-562866.3,-1135.4098879062692
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2021-06-30,SNA 2008,-83399.59999999998,2,2021,518.8441538461539,-160.7411385129134,-530675.6,-1056.9680255634762
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2021-09-30,SNA 2008,-105970.5,3,2021,489.9818181818182,-216.27435155293333,-478990.5,-947.7609680201828
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2021-12-31,SNA 2008,-268911.1,4,2021,481.31742424242424,-558.6980367961041,-549344.5999999999,-1109.9816513302635
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2022-03-31,SNA 2008,-99440.5,1,2022,486.89070646666664,-204.2357734072048,-557721.7,-1139.9493002691556
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2022-06-30,SNA 2008,-44000.09999999998,2,2022,453.17880192307695,-97.0921407031492,-518322.1999999999,-1076.3003024593916
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2022-09-30,SNA 2008,62690.60000000009,3,2022,407.2822706630435,153.9242056815821,-349661.09999999986,-706.101745224876
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2022-12-31,SNA 2008,-2495.8000000000466,4,2022,397.96744542391303,-6.2713672404574,-83245.79999999993,-153.67507566922933
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2023-03-31,SNA 2008,-87352.6,1,2023,392.3491623888889,-222.63995536052096,-71157.89999999994,-172.07925762254547
Ապրանքների  և ծառայությունների արտահանման և ներմուծման սալդո,NA,Net Exports of goods and services,NX,2023-06-30,SNA 2008,-134146.2,2,2023,386.818423,-346.79372031874505,-161303.99999999997,-421.7808372381413
արտահանում,P.6,Exports,X,2000-03-31,SNA 1993,47998.8,1,2000,NA,NA,NA,NA
արտահանում,P.6,Exports,X,2000-06-30,SNA 1993,64614.5,2,2000,NA,NA,NA,NA
արտահանում,P.6,Exports,X,2000-09-30,SNA 1993,58729.9,3,2000,NA,NA,NA,NA
արտահանում,P.6,Exports,X,2000-12-31,SNA 1993,69735,4,2000,NA,NA,241078.2,NA
արտահանում,P.6,Exports,X,2001-03-31,SNA 1993,63860.3,1,2001,NA,NA,256939.7,NA
արտահանում,P.6,Exports,X,2001-06-30,SNA 1993,73673,2,2001,NA,NA,265998.2,NA
արտահանում,P.6,Exports,X,2001-09-30,SNA 1993,80027.9,3,2001,NA,NA,287296.19999999995,NA
արտահանում,P.6,Exports,X,2001-12-31,SNA 1993,81915.7,4,2001,NA,NA,299476.89999999997,NA
արտահանում,P.6,Exports,X,2002-03-31,SNA 1993,87732.5,1,2002,NA,NA,323349.1,NA
արտահանում,P.6,Exports,X,2002-06-30,SNA 1993,85823.8,2,2002,NA,NA,335499.89999999997,NA
արտահանում,P.6,Exports,X,2002-09-30,SNA 1993,104125.3,3,2002,NA,NA,359597.3,NA
արտահանում,P.6,Exports,X,2002-12-31,SNA 1993,122293.1,4,2002,NA,NA,399974.6999999999,NA
արտահանում,P.6,Exports,X,2003-03-31,SNA 1993,104262.8,1,2003,NA,NA,416505,NA
արտահանում,P.6,Exports,X,2003-06-30,SNA 1993,138677,2,2003,NA,NA,469358.2,NA
արտահանում,P.6,Exports,X,2003-09-30,SNA 1993,143124.1,3,2003,NA,NA,508357,NA
արտահանում,P.6,Exports,X,2003-12-31,SNA 1993,136301.7,4,2003,NA,NA,522365.6,NA
արտահանում,P.6,Exports,X,2004-03-31,SNA 1993,115504.8,1,2004,NA,NA,533607.6,NA
արտահանում,P.6,Exports,X,2004-06-30,SNA 1993,149309.3,2,2004,NA,NA,544239.9,NA
արտահանում,P.6,Exports,X,2004-09-30,SNA 1993,141710.2,3,2004,NA,NA,542826,NA
արտահանում,P.6,Exports,X,2004-12-31,SNA 1993,160800,4,2004,482.9347826086956,332.96421336934503,567324.3,NA
արտահանում,P.6,Exports,X,2005-03-31,SNA 1993,131250,1,2005,475.8203125,275.83942205073475,583069.5,NA
արտահանում,P.6,Exports,X,2005-06-30,SNA 1993,154991,2,2005,450.4923076923077,344.04804999658495,588751.2,NA
արտահանում,P.6,Exports,X,2005-09-30,SNA 1993,183611.5,3,2005,453.2583333333333,405.0923866080785,630652.5,1357.9440720247433
արտահանում,P.6,Exports,X,2005-12-31,SNA 1993,176304,4,2005,452.29846153846154,389.795710116533,646156.5,1414.7755687719314
արտահանում,P.6,Exports,X,2006-03-31,SNA 1993,120714.8,1,2006,451.4187692307692,267.41200904362387,635621.3,1406.3481557648204
արտահանում,P.6,Exports,X,2006-06-30,SNA 1993,161342.2,2,2006,436.1709230769231,369.905904918714,641972.5,1432.2060106869494
արտահանում,P.6,Exports,X,2006-09-30,SNA 1993,167824.8,3,2006,401.02215384615386,418.49259047265366,626185.8,1445.6062145515243
արտահանում,P.6,Exports,X,2006-12-31,SNA 1993,170577.2,4,2006,373.5910769230769,456.58799295980555,620459,1512.3984973947968
արտահանում,P.6,Exports,X,2007-03-31,SNA 1993,121035.6,1,2007,359.4236923076923,336.7490863579046,620779.8,1581.7355747090778
արտահանում,P.6,Exports,X,2007-06-30,SNA 1993,153857.3,2,2007,353.1206153846154,435.70749850563146,613294.8999999999,1647.5371682959951
արտահանում,P.6,Exports,X,2007-09-30,SNA 1993,169269.8,3,2007,337.5812307692308,501.4194646257219,614739.9,1730.4640424490635
արտահանում,P.6,Exports,X,2007-12-31,SNA 1993,160047.6,4,2007,316.85318181818184,505.11596279894474,604210.3,1778.9920122882029
արտահանում,P.6,Exports,X,2008-03-31,SNA 1993,111416.8,1,2008,307.58353846153847,362.23264924150686,594591.5,1804.475575171805
արտահանում,P.6,Exports,X,2008-06-30,SNA 1993,139426.5,2,2008,307.10615384615386,454.00099689909274,580160.7,1822.7690735652664
արտահանում,P.6,Exports,X,2008-09-30,SNA 1993,157759.1,3,2008,302.1589393939394,522.1063468002241,568650,1843.4559557397683
արտահանում,P.6,Exports,X,2008-12-31,SNA 1993,128312.5,4,2008,306.21378787878785,419.0291393762825,536914.9,1757.3691323171065
արտահանում,P.6,Exports,X,2009-03-31,SNA 1993,76159.7,1,2009,326.3721875,233.35229813355343,501657.8,1628.4887812091526
արտահանում,P.6,Exports,X,2009-06-30,SNA 1993,112924.3,2,2009,371.06738461538464,304.322893042856,475155.6,1478.8106773529162
արտահանում,P.6,Exports,X,2009-09-30,SNA 1993,150306.5,3,2009,372.92015151515153,403.05276984714817,467703,1359.75710039984
արտահանում,P.6,Exports,X,2009-12-31,SNA 1993,146763.3,4,2009,384.27666666666664,381.92092502797465,486153.8,1322.648886051532
արտահանում,P.6,Exports,X,2010-03-31,SNA 1993,133391,1,2010,384.50203125,346.9188434879042,543385.1,1436.215431405883
արտահանում,P.6,Exports,X,2010-06-30,SNA 1993,181169.9,2,2010,383.7153846153846,472.1465629573201,611630.7,1604.0391013203473
արտահանում,P.6,Exports,X,2010-09-30,SNA 1993,201625.4,3,2010,365.6118181818182,551.4739676706292,662949.6,1752.4602991438285
արտահանում,P.6,Exports,X,2010-12-31,SNA 1993,204577.2,4,2010,359.4166666666667,569.1923023417575,720763.5,1939.7316764576112
արտահանում,P.6,Exports,X,2011-03-31,SNA 1993,166928.3,1,2011,364.49921875,457.96613933071694,754300.8,2050.778972300424
արտահանում,P.6,Exports,X,2011-06-30,SNA 1993,219952.7,2,2011,373.63092307692307,588.689764189342,793083.5999999999,2167.3221735324455
արտահանում,P.6,Exports,X,2011-09-30,SNA 1993,261584,3,2011,371.8333333333333,703.4979829672793,853042.2,2319.346188829096
արտահանում,P.6,Exports,X,2011-12-31,SNA 1993,249056,4,2011,380.833076923077,653.9768079291755,897521,2404.1306944165135
արտահանում,P.6,Exports,X,2012-03-31,SNA 1993,192714.9,1,2012,388.402,496.1738096096312,923307.6,2442.338364695428
արտահանում,P.6,Exports,X,2012-06-30,SNA 1993,236718.9,2,2012,401.5170769230769,589.5612256744708,940073.8,2443.209826180557
արտահանում,P.6,Exports,X,2012-09-30,SNA 1993,276614.7,3,2012,411.13461538461536,672.8081014079237,955104.5,2412.519944621201
արտահանում,P.6,Exports,X,2012-12-31,SNA 1993,277125.8,4,2012,406.4506060606061,681.8191334143997,983174.3,2440.3622701064255
արտահանում,P.6,Exports,X,2013-03-31,SNA 2008,260454.8,1,2013,409.29359375,636.3520074029988,1050914.2,2580.5404678997934
արտահանում,P.6,Exports,X,2013-06-30,SNA 2008,300499.2,2,2013,414.35,725.2303608060818,1114694.5,2716.209603031404
արտահանում,P.6,Exports,X,2013-09-30,SNA 2008,386285.9,3,2013,408.42560606060607,945.7925611615038,1224365.7000000002,2989.194062784984
արտահանում,P.6,Exports,X,2013-12-31,SNA 2008,344442.3,4,2013,404.0480303030303,852.4786019663878,1291682.2,3159.853531336972
արտահանում,P.6,Exports,X,2014-03-31,SNA 2008,282666.2,1,2014,408.91578125,691.2577429414141,1313893.6,3214.759266875388
արտահանում,P.6,Exports,X,2014-06-30,SNA 2008,309221.9,2,2014,413.02861538461536,748.6694347122905,1322616.2999999998,3238.198340781596
արտահանում,P.6,Exports,X,2014-09-30,SNA 2008,408832.4,3,2014,408.3884848484848,1001.086992332019,1345162.8,3293.492771952111
արտահանում,P.6,Exports,X,2014-12-31,SNA 2008,378353.6,4,2014,430.96363636363634,877.9246508880732,1379074.1,3318.938820873797
արտահանում,P.6,Exports,X,2015-03-31,SNA 2008,292236.3,1,2015,476.72890625,613.0031054730069,1388644.2,3240.68418340539
արտահանում,P.6,Exports,X,2015-06-30,SNA 2008,371701.5,2,2015,476.5458461538461,779.9910606712148,1451123.8,3272.005809364314
արտահանում,P.6,Exports,X,2015-09-30,SNA 2008,446040.2,3,2015,479.005,931.1806766108914,1488331.6,3202.099493643186
արտահանում,P.6,Exports,X,2015-12-31,SNA 2008,389261.7,4,2015,477.9307575757576,814.4730043625567,1499239.7,3138.6478471176697
արտահանում,P.6,Exports,X,2016-03-31,SNA 2008,352194.5,1,2016,487.54242424242426,722.3873913070502,1559197.9,3248.0321329517133
արտահանում,P.6,Exports,X,2016-06-30,SNA 2008,390194.3,2,2016,478.514,815.4292246412853,1577690.7,3283.4702969217833
արտահանում,P.6,Exports,X,2016-09-30,SNA 2008,507444.9,3,2016,475.29621212121214,1067.639268016277,1639095.4,3419.9288883271693
արտահանում,P.6,Exports,X,2016-12-31,SNA 2008,460088,4,2016,478.71,961.0996219005244,1709921.7000000002,3566.5555058651366
արտահանում,P.6,Exports,X,2017-03-31,SNA 2008,424854,1,2017,485.5846153846154,874.9329911605361,1782581.2,3719.1011057186224
