"date","year","months","hh","indicator","value","info"
"2022-01-01",2022,"jan","1.10","Պետական տուրք",8305.7614245,NA
"2022-01-01",2022,"jan","1.11","Հարկերի անցումային գերավճար",-0.898934,NA
"2022-02-01",2022,"feb","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",110536.26985040004,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-02-01",2022,"feb","1.1","ԱԱՀ",46991.1968404,NA
"2022-02-01",2022,"feb","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",10236.451893,NA
"2022-02-01",2022,"feb","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",16538.892982,NA
"2022-02-01",2022,"feb","1.2","Շահութահարկ",2856.429946,NA
"2022-02-01",2022,"feb","1.3","Եկամտային հարկ",32597.674293999997,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-02-01",2022,"feb","1.4","Ակցիզային հարկ",4985.045903,NA
"2022-02-01",2022,"feb","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1025.869699,NA
"2022-02-01",2022,"feb","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",2534.1702370000003,NA
"2022-02-01",2022,"feb","1.5","Շրջանառության հարկ",860.197128,NA
"2022-02-01",2022,"feb","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",648.845692,NA
"2022-02-01",2022,"feb","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",127.367312,NA
"2022-02-01",2022,"feb","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",235.43852,NA
"2022-02-01",2022,"feb","1.7","Մաքսատուրք",6439.7248904,NA
"2022-02-01",2022,"feb","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",6340.8975554,NA
"2022-02-01",2022,"feb","1.8","Սոցիալական վճար",4570.3931569999995,NA
"2022-02-01",2022,"feb","1.9","Այլ հարկային եկամուտներ",3549.515713200001,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-02-01",2022,"feb","1.10","Պետական տուրք",7053.4850214,NA
"2022-02-01",2022,"feb","1.11","Հարկերի անցումային գերավճար",-16.238735000000002,NA
"2022-03-01",2022,"mar","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",145856.1524732,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-03-01",2022,"mar","1.1","ԱԱՀ",41734.4620518,NA
"2022-03-01",2022,"mar","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",10393.319743,NA
"2022-03-01",2022,"mar","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",18057.219098,NA
"2022-03-01",2022,"mar","1.2","Շահութահարկ",30124.250121,NA
"2022-03-01",2022,"mar","1.3","Եկամտային հարկ",36278.7168171,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-03-01",2022,"mar","1.4","Ակցիզային հարկ",4133.70721,NA
"2022-03-01",2022,"mar","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1468.420139,NA
"2022-03-01",2022,"mar","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",955.451052,NA
"2022-03-01",2022,"mar","1.5","Շրջանառության հարկ",577.9798760000001,NA
"2022-03-01",2022,"mar","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",15408.587276,NA
"2022-03-01",2022,"mar","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",137.598422,NA
"2022-03-01",2022,"mar","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",248.95944,NA
"2022-03-01",2022,"mar","1.7","Մաքսատուրք",887.1292381,NA
"2022-03-01",2022,"mar","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",752.2573791,NA
"2022-03-01",2022,"mar","1.8","Սոցիալական վճար",4709.46911,NA
"2022-03-01",2022,"mar","1.9","Այլ հարկային եկամուտներ",3619.242066599999,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-03-01",2022,"mar","1.10","Պետական տուրք",8383.5120876,NA
"2022-03-01",2022,"mar","1.11","Հարկերի անցումային գերավճար",-0.903381,NA
"2022-04-01",2022,"apr","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",231262.4371824,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-04-01",2022,"apr","1.1","ԱԱՀ",43020.3697303,NA
"2022-04-01",2022,"apr","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",7216.780035,NA
"2022-04-01",2022,"apr","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",15934.330327,NA
"2022-04-01",2022,"apr","1.2","Շահութահարկ",98441.212652,NA
"2022-04-01",2022,"apr","1.3","Եկամտային հարկ",36031.7344598,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-04-01",2022,"apr","1.4","Ակցիզային հարկ",6686.943735999999,NA
"2022-04-01",2022,"apr","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1194.09079,NA
"2022-04-01",2022,"apr","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",2325.274406,NA
"2022-04-01",2022,"apr","1.5","Շրջանառության հարկ",7133.920057,NA
"2022-04-01",2022,"apr","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",18613.033199,NA
"2022-04-01",2022,"apr","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",127.510709,NA
"2022-04-01",2022,"apr","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",298.443042,NA
"2022-04-01",2022,"apr","1.7","Մաքսատուրք",823.570198,NA
"2022-04-01",2022,"apr","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",774.791772,NA
"2022-04-01",2022,"apr","1.8","Սոցիալական վճար",5286.3594,NA
"2022-04-01",2022,"apr","1.9","Այլ հարկային եկամուտներ",4448.766638700002,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-04-01",2022,"apr","1.10","Պետական տուրք",10778.7993256,NA
"2022-04-01",2022,"apr","1.11","Հարկերի անցումային գերավճար",-2.272214,NA
"2022-05-01",2022,"may","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",130007.61861109996,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-05-01",2022,"may","1.1","ԱԱՀ",49679.47211069999,NA
"2022-05-01",2022,"may","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",12618.868312,NA
"2022-05-01",2022,"may","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",20131.981289,NA
"2022-05-01",2022,"may","1.2","Շահութահարկ",6510.175324,NA
"2022-05-01",2022,"may","1.3","Եկամտային հարկ",38401.33822199999,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-05-01",2022,"may","1.4","Ակցիզային հարկ",8793.308732000001,NA
"2022-05-01",2022,"may","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1156.939561,NA
"2022-05-01",2022,"may","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",3084.196546,NA
"2022-05-01",2022,"may","1.5","Շրջանառության հարկ",891.8812419999999,NA
"2022-05-01",2022,"may","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",3716.038545,NA
"2022-05-01",2022,"may","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",205.804634,NA
"2022-05-01",2022,"may","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",357.118289,NA
"2022-05-01",2022,"may","1.7","Մաքսատուրք",539.6153319,NA
"2022-05-01",2022,"may","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",588.4694979,NA
"2022-05-01",2022,"may","1.8","Սոցիալական վճար",4935.937385,NA
"2022-05-01",2022,"may","1.9","Այլ հարկային եկամուտներ",3780.2139971,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-05-01",2022,"may","1.10","Պետական տուրք",12760.7064704,NA
"2022-05-01",2022,"may","1.11","Հարկերի անցումային գերավճար",-1.068749,NA
"2022-06-01",2022,"jun","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",166074.34101050004,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-06-01",2022,"jun","1.1","ԱԱՀ",52953.664975199994,NA
"2022-06-01",2022,"jun","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",15003.852886,NA
"2022-06-01",2022,"jun","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",20838.364949000003,NA
"2022-06-01",2022,"jun","1.2","Շահութահարկ",19855.283988000003,NA
"2022-06-01",2022,"jun","1.3","Եկամտային հարկ",40237.621159,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-06-01",2022,"jun","1.4","Ակցիզային հարկ",9921.041292,NA
"2022-06-01",2022,"jun","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1412.585775,NA
"2022-06-01",2022,"jun","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",2797.946436,NA
"2022-06-01",2022,"jun","1.5","Շրջանառության հարկ",375.116573,NA
"2022-06-01",2022,"jun","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",20168.600027,NA
"2022-06-01",2022,"jun","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",205.88942,NA
"2022-06-01",2022,"jun","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",439.538366,NA
"2022-06-01",2022,"jun","1.7","Մաքսատուրք",727.0494023,NA
"2022-06-01",2022,"jun","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",643.4326903,NA
"2022-06-01",2022,"jun","1.8","Սոցիալական վճար",5101.308303999999,NA
"2022-06-01",2022,"jun","1.9","Այլ հարկային եկամուտներ",3922.5861396,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-06-01",2022,"jun","1.10","Պետական տուրք",12816.0210724,NA
"2022-06-01",2022,"jun","1.11","Հարկերի անցումային գերավճար",-3.951922,NA
"2022-07-01",2022,"jul","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",158764.51805580003,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-07-01",2022,"jul","1.1","ԱԱՀ",52079.296655100006,NA
"2022-07-01",2022,"jul","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",14114.608416,NA
"2022-07-01",2022,"jul","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",22340.936913,NA
"2022-07-01",2022,"jul","1.2","Շահութահարկ",5658.228225,NA
"2022-07-01",2022,"jul","1.3","Եկամտային հարկ",37868.010556,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-07-01",2022,"jul","1.4","Ակցիզային հարկ",13009.949491,NA
"2022-07-01",2022,"jul","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1558.934756,NA
"2022-07-01",2022,"jul","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",4850.597354,NA
"2022-07-01",2022,"jul","1.5","Շրջանառության հարկ",9257.155766,NA
"2022-07-01",2022,"jul","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",4653.2508615,NA
"2022-07-01",2022,"jul","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",166.68104,NA
"2022-07-01",2022,"jul","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",456.830025,NA
"2022-07-01",2022,"jul","1.7","Մաքսատուրք",16982.6773922,NA
"2022-07-01",2022,"jul","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",16843.7890882,NA
"2022-07-01",2022,"jul","1.8","Սոցիալական վճար",5547.287279,NA
"2022-07-01",2022,"jul","1.9","Այլ հարկային եկամուտներ",4984.094830800001,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-07-01",2022,"jul","1.10","Պետական տուրք",8728.3529462,NA
"2022-07-01",2022,"jul","1.11","Հարկերի անցումային գերավճար",-3.785947,NA
"2022-08-01",2022,"aug","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",145481.75987579997,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-08-01",2022,"aug","1.1","ԱԱՀ",63530.8794313,NA
"2022-08-01",2022,"aug","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",16416.424483,NA
"2022-08-01",2022,"aug","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",24127.5559395,NA
"2022-08-01",2022,"aug","1.2","Շահութահարկ",1993.714129,NA
"2022-08-01",2022,"aug","1.3","Եկամտային հարկ",41032.586229,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-08-01",2022,"aug","1.4","Ակցիզային հարկ",11195.4830385,NA
"2022-08-01",2022,"aug","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1438.564117,NA
"2022-08-01",2022,"aug","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",3668.8182915,NA
"2022-08-01",2022,"aug","1.5","Շրջանառության հարկ",961.808869,NA
"2022-08-01",2022,"aug","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",533.8495825,NA
"2022-08-01",2022,"aug","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",287.030235,NA
"2022-08-01",2022,"aug","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",511.985725,NA
"2022-08-01",2022,"aug","1.7","Մաքսատուրք",4056.4241567,NA
"2022-08-01",2022,"aug","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",3837.5299127,NA
"2022-08-01",2022,"aug","1.8","Սոցիալական վճար",5552.555217,NA
"2022-08-01",2022,"aug","1.9","Այլ հարկային եկամուտներ",5378.4088546,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-08-01",2022,"aug","1.10","Պետական տուրք",11248.4233962,NA
"2022-08-01",2022,"aug","1.11","Հարկերի անցումային գերավճար",-2.3730279999999997,NA
"2022-09-01",2022,"sep","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",173620.60915030004,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-09-01",2022,"sep","1.1","ԱԱՀ",64694.1604912,NA
"2022-09-01",2022,"sep","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",13889.172379,NA
"2022-09-01",2022,"sep","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",28365.595421,NA
"2022-09-01",2022,"sep","1.2","Շահութահարկ",22231.635832,NA
"2022-09-01",2022,"sep","1.3","Եկամտային հարկ",42397.45418,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-09-01",2022,"sep","1.4","Ակցիզային հարկ",11648.370406,NA
"2022-09-01",2022,"sep","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1288.090895,NA
"2022-09-01",2022,"sep","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",3920.207673,NA
"2022-09-01",2022,"sep","1.5","Շրջանառության հարկ",495.067954,NA
"2022-09-01",2022,"sep","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",13348.3152295,NA
"2022-09-01",2022,"sep","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",154.599338,NA
"2022-09-01",2022,"sep","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",557.3951959999999,NA
"2022-09-01",2022,"sep","1.7","Մաքսատուրք",-2016.4321467,NA
"2022-09-01",2022,"sep","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",-2197.0845617,NA
"2022-09-01",2022,"sep","1.8","Սոցիալական վճար",5686.949702,NA
"2022-09-01",2022,"sep","1.9","Այլ հարկային եկամուտներ",4491.752772500001,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-09-01",2022,"sep","1.10","Պետական տուրք",10645.9544718,NA
"2022-09-01",2022,"sep","1.11","Հարկերի անցումային գերավճար",-2.619742,NA
"2022-10-01",2022,"oct","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",153420.1925915,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-10-01",2022,"oct","1.1","ԱԱՀ",57050.1060272,NA
"2022-10-01",2022,"oct","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",13822.635762,NA
"2022-10-01",2022,"oct","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",28392.678829,NA
"2022-10-01",2022,"oct","1.2","Շահութահարկ",4667.399864,NA
"2022-10-01",2022,"oct","1.3","Եկամտային հարկ",38011.3746114,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-10-01",2022,"oct","1.4","Ակցիզային հարկ",10632.700496,NA
"2022-10-01",2022,"oct","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1692.84667,NA
"2022-10-01",2022,"oct","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",3365.302144,NA
"2022-10-01",2022,"oct","1.5","Շրջանառության հարկ",10236.521926,NA
"2022-10-01",2022,"oct","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",8468.566846000002,NA
"2022-10-01",2022,"oct","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",191.358235,NA
"2022-10-01",2022,"oct","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",507.672196,NA
"2022-10-01",2022,"oct","1.7","Մաքսատուրք",7950.2028474,NA
"2022-10-01",2022,"oct","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",7777.5405644,NA
"2022-10-01",2022,"oct","1.8","Սոցիալական վճար",5730.376233,NA
"2022-10-01",2022,"oct","1.9","Այլ հարկային եկամուտներ",5628.457095399999,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-10-01",2022,"oct","1.10","Պետական տուրք",5052.2210421,NA
"2022-10-01",2022,"oct","1.11","Հարկերի անցումային գերավճար",-7.734397,NA
"2022-11-01",2022,"nov","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",153446.66326910007,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-11-01",2022,"nov","1.1","ԱԱՀ",69971.5720471,NA
"2022-11-01",2022,"nov","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",17153.426355,NA
"2022-11-01",2022,"nov","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",33798.941193000006,NA
"2022-11-01",2022,"nov","1.2","Շահութահարկ",3494.358726,NA
"2022-11-01",2022,"nov","1.3","Եկամտային հարկ",40216.928071,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-11-01",2022,"nov","1.4","Ակցիզային հարկ",13964.432999000002,NA
"2022-11-01",2022,"nov","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",2031.305159,NA
"2022-11-01",2022,"nov","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",5447.323166,NA
"2022-11-01",2022,"nov","1.5","Շրջանառության հարկ",922.530808,NA
"2022-11-01",2022,"nov","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",1310.2009125000002,NA
"2022-11-01",2022,"nov","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",184.195302,NA
"2022-11-01",2022,"nov","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",578.380033,NA
"2022-11-01",2022,"nov","1.7","Մաքսատուրք",8400.9890836,NA
"2022-11-01",2022,"nov","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",8170.5001166,NA
"2022-11-01",2022,"nov","1.8","Սոցիալական վճար",5772.543414,NA
"2022-11-01",2022,"nov","1.9","Այլ հարկային եկամուտներ",4925.952906599998,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-11-01",2022,"nov","1.10","Պետական տուրք",4469.3010383,NA
"2022-11-01",2022,"nov","1.11","Հարկերի անցումային գերավճար",-2.146737,NA
"2022-12-01",2022,"dec","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",213335.53731459993,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2022-12-01",2022,"dec","1.1","ԱԱՀ",84465.4420756,NA
"2022-12-01",2022,"dec","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",16447.927252,NA
"2022-12-01",2022,"dec","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",40949.616663,NA
"2022-12-01",2022,"dec","1.2","Շահութահարկ",22133.512947,NA
"2022-12-01",2022,"dec","1.3","Եկամտային հարկ",48019.500053,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2022-12-01",2022,"dec","1.4","Ակցիզային հարկ",17755.0740614,NA
"2022-12-01",2022,"dec","1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",2150.766824,NA
"2022-12-01",2022,"dec","1.4.2","Մաքսային մարմինների կողմից հավաքագրված",6963.2151764,NA
"2022-12-01",2022,"dec","1.5","Շրջանառության հարկ",575.395,NA
"2022-12-01",2022,"dec","1.6","Բնապահպանական հարկ և բնօգտագործման վճար",14674.157605,NA
"2022-12-01",2022,"dec","1.6.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",226.80017900000001,NA
"2022-12-01",2022,"dec","1.6.2","Մաքսային մարմինների կողմից հավաքագրված",629.788253,NA
"2022-12-01",2022,"dec","1.7","Մաքսատուրք",5828.2287749,NA
"2022-12-01",2022,"dec","1.7.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",5542.2094729,NA
"2022-12-01",2022,"dec","1.8","Սոցիալական վճար",6401.801002,NA
"2022-12-01",2022,"dec","1.9","Այլ հարկային եկամուտներ",6904.2795735,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, արտոնագրային հարկը, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2022-12-01",2022,"dec","1.10","Պետական տուրք",6578.422783200001,NA
"2022-12-01",2022,"dec","1.11","Հարկերի անցումային գերավճար",-0.276561,NA
"2023-01-01",2023,"jan","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",166263.9256624,"․ Մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2023-01-01",2023,"jan","1.1","ԱԱՀ",63964.233215,NA
"2023-01-01",2023,"jan","1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",13640.413081,NA
"2023-01-01",2023,"jan","1.1.2","Մաքսային մարմինների կողմից հավաքագրված",23371.704724,NA
"2023-01-01",2023,"jan","1.2","Շահութահարկ",5800.714591,NA
"2023-01-01",2023,"jan","1.3","Եկամտային հարկ",47327.891361,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2023-01-01",2023,"jan","1.4","Ակցիզային հարկ",16155.776535,NA
