"date","year","month","month_name","country","direction","type","K_USD"
"2021-03-31","2021",3,"March","Japan","Inflow","total",67.9
"2021-03-31","2021",3,"March","United Kingdom of Great Britain and Northern Ireland","Inflow","total",5129.62
"2021-03-31","2021",3,"March","Isle of Man","Inflow","total",23.95
"2021-03-31","2021",3,"March","Monaco","Inflow","total",29.48
"2021-03-31","2021",3,"March","Netherlands","Inflow","total",1197.83
"2021-03-31","2021",3,"March","Sweden","Inflow","total",696.61
"2021-03-31","2021",3,"March","Switzerland","Inflow","total",3825.95
"2021-03-31","2021",3,"March","Czechia","Inflow","total",855.55
"2021-03-31","2021",3,"March","China","Inflow","total",186.99
"2021-03-31","2021",3,"March","Portugal","Inflow","total",83.54
"2021-03-31","2021",3,"March","Russian Federation","Inflow","total",62770
"2021-03-31","2021",3,"March","Saudi Arabia","Inflow","total",200.4
"2021-03-31","2021",3,"March","Singapore","Inflow","total",195.13
"2021-03-31","2021",3,"March","Georgia","Inflow","total",2111.71
"2021-03-31","2021",3,"March","Uzbekistan","Inflow","total",343.1
"2021-03-31","2021",3,"March","Ukraine","Inflow","total",1353.94
"2021-03-31","2021",3,"March","Qatar","Inflow","total",328.54
"2021-03-31","2021",3,"March","Kuwait","Inflow","total",358.18
"2021-03-31","2021",3,"March","France","Inflow","total",4609.89
"2021-03-31","2021",3,"March","Others","Inflow","total",2635.649999999994
"2021-03-31","2021",3,"March","Total","Inflow","total",159442.99
"2021-03-31","2021",3,"March","Australia","Outflow","total",173.32
"2021-03-31","2021",3,"March","Austria","Outflow","total",5412.77
"2021-03-31","2021",3,"March","United Arab Emirates","Outflow","total",2043.18
"2021-03-31","2021",3,"March","USA","Outflow","total",13461.04
"2021-03-31","2021",3,"March","Belgium","Outflow","total",271.73
"2021-03-31","2021",3,"March","Belarus","Outflow","total",776.43
"2021-03-31","2021",3,"March","Bulgaria","Outflow","total",130.6
"2021-03-31","2021",3,"March","Germany","Outflow","total",2638.39
"2021-03-31","2021",3,"March","Denmark","Outflow","total",347.92
"2021-03-31","2021",3,"March","Egypt","Outflow","total",147.24
"2021-03-31","2021",3,"March","Turkey","Outflow","total",395.83
"2021-03-31","2021",3,"March","Israel","Outflow","total",141.77
"2021-03-31","2021",3,"March","Spain","Outflow","total",984.31
"2021-03-31","2021",3,"March","Ireland","Outflow","total",14.01
"2021-03-31","2021",3,"March","Italy","Outflow","total",1482.11
"2021-03-31","2021",3,"March","Iran","Outflow","total",14.29
"2021-03-31","2021",3,"March","Poland","Outflow","total",972.37
"2021-03-31","2021",3,"March","Latvia","Outflow","total",308.61
"2021-03-31","2021",3,"March","Luxembourg","Outflow","total",227.81
"2021-03-31","2021",3,"March","Lebanon","Outflow","total",273.63
"2021-03-31","2021",3,"March","Liechtenstein","Outflow","total",13.11
"2021-03-31","2021",3,"March","Lithuania","Outflow","total",226.45
"2021-03-31","2021",3,"March","Canada","Outflow","total",459.91
"2021-03-31","2021",3,"March","Korea","Outflow","total",96.34
"2021-03-31","2021",3,"March","Cyprus","Outflow","total",1268.93
"2021-03-31","2021",3,"March","Hong Kong","Outflow","total",604.24
"2021-03-31","2021",3,"March","Jordan","Outflow","total",9.92
"2021-03-31","2021",3,"March","Greece","Outflow","total",869.59
"2021-03-31","2021",3,"March","India","Outflow","total",378.7
"2021-03-31","2021",3,"March","Kazakhstan","Outflow","total",391.36
"2021-03-31","2021",3,"March","Kyrgyzstan","Outflow","total",56.12
"2021-03-31","2021",3,"March","Japan","Outflow","total",63.33
"2021-03-31","2021",3,"March","United Kingdom of Great Britain and Northern Ireland","Outflow","total",2684.04
"2021-03-31","2021",3,"March","Isle of Man","Outflow","total",0
"2021-03-31","2021",3,"March","Monaco","Outflow","total",0.24
"2021-03-31","2021",3,"March","Netherlands","Outflow","total",577.19
"2021-03-31","2021",3,"March","Sweden","Outflow","total",46.78
"2021-03-31","2021",3,"March","Switzerland","Outflow","total",2757.42
"2021-03-31","2021",3,"March","Czechia","Outflow","total",506.31
"2021-03-31","2021",3,"March","China","Outflow","total",6619.9
"2021-03-31","2021",3,"March","Portugal","Outflow","total",40.51
"2021-03-31","2021",3,"March","Russian Federation","Outflow","total",37128.17
"2021-03-31","2021",3,"March","Saudi Arabia","Outflow","total",0.2
"2021-03-31","2021",3,"March","Singapore","Outflow","total",550.71
"2021-03-31","2021",3,"March","Georgia","Outflow","total",2676.09
"2021-03-31","2021",3,"March","Uzbekistan","Outflow","total",431.42
"2021-03-31","2021",3,"March","Ukraine","Outflow","total",1620.15
"2021-03-31","2021",3,"March","Qatar","Outflow","total",5.2
"2021-03-31","2021",3,"March","Kuwait","Outflow","total",110.15
"2021-03-31","2021",3,"March","France","Outflow","total",1644.57
"2021-03-31","2021",3,"March","Others","Outflow","total",1528.8600000000151
"2021-03-31","2021",3,"March","Total","Outflow","total",93583.27
"2021-03-31","2021",3,"March","Australia","Net inflow","total",331.06
"2021-03-31","2021",3,"March","Austria","Net inflow","total",-4459.59
"2021-03-31","2021",3,"March","United Arab Emirates","Net inflow","total",-299.21000000000004
"2021-03-31","2021",3,"March","USA","Net inflow","total",32232.14
"2021-03-31","2021",3,"March","Belgium","Net inflow","total",1236.19
"2021-03-31","2021",3,"March","Belarus","Net inflow","total",-514.1299999999999
"2021-03-31","2021",3,"March","Bulgaria","Net inflow","total",138.22
"2021-03-31","2021",3,"March","Germany","Net inflow","total",3551.9
"2021-03-31","2021",3,"March","Denmark","Net inflow","total",109.02999999999997
"2021-03-31","2021",3,"March","Egypt","Net inflow","total",1.049999999999983
"2021-03-31","2021",3,"March","Turkey","Net inflow","total",-230.71999999999997
"2021-03-31","2021",3,"March","Israel","Net inflow","total",446.15999999999997
"2021-03-31","2021",3,"March","Spain","Net inflow","total",104.45000000000005
"2021-03-31","2021",3,"March","Ireland","Net inflow","total",1755.16
"2021-03-31","2021",3,"March","Italy","Net inflow","total",-976.4499999999998
"2021-03-31","2021",3,"March","Iran","Net inflow","total",-6.499999999999999
"2021-03-31","2021",3,"March","Poland","Net inflow","total",-338.9
"2021-03-31","2021",3,"March","Latvia","Net inflow","total",-223.94
"2021-03-31","2021",3,"March","Luxembourg","Net inflow","total",-161.51
"2021-03-31","2021",3,"March","Lebanon","Net inflow","total",526.58
"2021-03-31","2021",3,"March","Liechtenstein","Net inflow","total",122.48
"2021-03-31","2021",3,"March","Lithuania","Net inflow","total",74.06
"2021-03-31","2021",3,"March","Canada","Net inflow","total",809.53
"2021-03-31","2021",3,"March","Korea","Net inflow","total",-49.75
"2021-03-31","2021",3,"March","Cyprus","Net inflow","total",-1052.96
"2021-03-31","2021",3,"March","Hong Kong","Net inflow","total",-367.72
"2021-03-31","2021",3,"March","Jordan","Net inflow","total",109.97
"2021-03-31","2021",3,"March","Greece","Net inflow","total",-157.48000000000002
"2021-03-31","2021",3,"March","India","Net inflow","total",-226.97
"2021-03-31","2021",3,"March","Kazakhstan","Net inflow","total",5043.75
"2021-03-31","2021",3,"March","Kyrgyzstan","Net inflow","total",321.1
"2021-03-31","2021",3,"March","Japan","Net inflow","total",4.570000000000007
"2021-03-31","2021",3,"March","United Kingdom of Great Britain and Northern Ireland","Net inflow","total",2445.58
"2021-03-31","2021",3,"March","Isle of Man","Net inflow","total",23.95
"2021-03-31","2021",3,"March","Monaco","Net inflow","total",29.240000000000002
"2021-03-31","2021",3,"March","Netherlands","Net inflow","total",620.6399999999999
"2021-03-31","2021",3,"March","Sweden","Net inflow","total",649.83
"2021-03-31","2021",3,"March","Switzerland","Net inflow","total",1068.5299999999997
"2021-03-31","2021",3,"March","Czechia","Net inflow","total",349.23999999999995
"2021-03-31","2021",3,"March","China","Net inflow","total",-6432.91
"2021-03-31","2021",3,"March","Portugal","Net inflow","total",43.03000000000001
"2021-03-31","2021",3,"March","Russian Federation","Net inflow","total",25641.83
"2021-03-31","2021",3,"March","Saudi Arabia","Net inflow","total",200.20000000000002
"2021-03-31","2021",3,"March","Singapore","Net inflow","total",-355.58000000000004
"2021-03-31","2021",3,"March","Georgia","Net inflow","total",-564.3800000000001
"2021-03-31","2021",3,"March","Uzbekistan","Net inflow","total",-88.32
"2021-03-31","2021",3,"March","Ukraine","Net inflow","total",-266.21000000000004
"2021-03-31","2021",3,"March","Qatar","Net inflow","total",323.34000000000003
"2021-03-31","2021",3,"March","Kuwait","Net inflow","total",248.03
"2021-03-31","2021",3,"March","France","Net inflow","total",2965.3200000000006
"2021-03-31","2021",3,"March","Others","Net inflow","total",1106.7900000000081
"2021-03-31","2021",3,"March","Total","Net inflow","total",65859.71999999999
"2021-03-31","2021",3,"March","Australia","Inflow","non-commercial",377.84
"2021-03-31","2021",3,"March","Austria","Inflow","non-commercial",485.94
"2021-03-31","2021",3,"March","United Arab Emirates","Inflow","non-commercial",740.3
"2021-03-31","2021",3,"March","USA","Inflow","non-commercial",32980.75
"2021-03-31","2021",3,"March","Belgium","Inflow","non-commercial",1261.45
"2021-03-31","2021",3,"March","Belarus","Inflow","non-commercial",124.99
"2021-03-31","2021",3,"March","Bulgaria","Inflow","non-commercial",108.07
"2021-03-31","2021",3,"March","Germany","Inflow","non-commercial",3848.69
"2021-03-31","2021",3,"March","Denmark","Inflow","non-commercial",79.6
"2021-03-31","2021",3,"March","Egypt","Inflow","non-commercial",16.94
"2021-03-31","2021",3,"March","Turkey","Inflow","non-commercial",162.33
"2021-03-31","2021",3,"March","Israel","Inflow","non-commercial",549.31
"2021-03-31","2021",3,"March","Spain","Inflow","non-commercial",943.93
"2021-03-31","2021",3,"March","Ireland","Inflow","non-commercial",767.13
"2021-03-31","2021",3,"March","Italy","Inflow","non-commercial",183.17
"2021-03-31","2021",3,"March","Iran","Inflow","non-commercial",0.36
"2021-03-31","2021",3,"March","Poland","Inflow","non-commercial",447.64
"2021-03-31","2021",3,"March","Latvia","Inflow","non-commercial",56.33
"2021-03-31","2021",3,"March","Luxembourg","Inflow","non-commercial",42.66
"2021-03-31","2021",3,"March","Lebanon","Inflow","non-commercial",213.87
"2021-03-31","2021",3,"March","Liechtenstein","Inflow","non-commercial",0.05
"2021-03-31","2021",3,"March","Lithuania","Inflow","non-commercial",196.3
"2021-03-31","2021",3,"March","Canada","Inflow","non-commercial",842.7
"2021-03-31","2021",3,"March","Korea","Inflow","non-commercial",29.4
"2021-03-31","2021",3,"March","Cyprus","Inflow","non-commercial",131.83
"2021-03-31","2021",3,"March","Hong Kong","Inflow","non-commercial",47.8
"2021-03-31","2021",3,"March","Jordan","Inflow","non-commercial",69.19
"2021-03-31","2021",3,"March","Greece","Inflow","non-commercial",691.89
"2021-03-31","2021",3,"March","India","Inflow","non-commercial",107.49
"2021-03-31","2021",3,"March","Kazakhstan","Inflow","non-commercial",4888.17
"2021-03-31","2021",3,"March","Kyrgyzstan","Inflow","non-commercial",354.52
"2021-03-31","2021",3,"March","Japan","Inflow","non-commercial",34.3
"2021-03-31","2021",3,"March","United Kingdom of Great Britain and Northern Ireland","Inflow","non-commercial",844.86
"2021-03-31","2021",3,"March","Isle of Man","Inflow","non-commercial",1.99
"2021-03-31","2021",3,"March","Monaco","Inflow","non-commercial",20.45
"2021-03-31","2021",3,"March","Netherlands","Inflow","non-commercial",820.23
"2021-03-31","2021",3,"March","Sweden","Inflow","non-commercial",422.83
"2021-03-31","2021",3,"March","Switzerland","Inflow","non-commercial",515.78
"2021-03-31","2021",3,"March","Czechia","Inflow","non-commercial",373.79
"2021-03-31","2021",3,"March","China","Inflow","non-commercial",72.57
"2021-03-31","2021",3,"March","Portugal","Inflow","non-commercial",44.18
"2021-03-31","2021",3,"March","Russian Federation","Inflow","non-commercial",52900.08
"2021-03-31","2021",3,"March","Saudi Arabia","Inflow","non-commercial",67.66
"2021-03-31","2021",3,"March","Singapore","Inflow","non-commercial",55.54
"2021-03-31","2021",3,"March","Georgia","Inflow","non-commercial",1543.83
"2021-03-31","2021",3,"March","Uzbekistan","Inflow","non-commercial",331.2
"2021-03-31","2021",3,"March","Ukraine","Inflow","non-commercial",1272.08
"2021-03-31","2021",3,"March","Qatar","Inflow","non-commercial",149.44
"2021-03-31","2021",3,"March","Kuwait","Inflow","non-commercial",252
"2021-03-31","2021",3,"March","France","Inflow","non-commercial",4002.81
"2021-03-31","2021",3,"March","Others","Inflow","non-commercial",1132.159999999989
"2021-03-31","2021",3,"March","Total","Inflow","non-commercial",115608.42
"2021-03-31","2021",3,"March","Australia","Outflow","non-commercial",32.37
"2021-03-31","2021",3,"March","Austria","Outflow","non-commercial",78.75
"2021-03-31","2021",3,"March","United Arab Emirates","Outflow","non-commercial",131.41
"2021-03-31","2021",3,"March","USA","Outflow","non-commercial",1426.76
"2021-03-31","2021",3,"March","Belgium","Outflow","non-commercial",94.26
"2021-03-31","2021",3,"March","Belarus","Outflow","non-commercial",201.46
"2021-03-31","2021",3,"March","Bulgaria","Outflow","non-commercial",45.55
"2021-03-31","2021",3,"March","Germany","Outflow","non-commercial",541.77
"2021-03-31","2021",3,"March","Denmark","Outflow","non-commercial",27.27
"2021-03-31","2021",3,"March","Egypt","Outflow","non-commercial",21.86
"2021-03-31","2021",3,"March","Turkey","Outflow","non-commercial",27.68
"2021-03-31","2021",3,"March","Israel","Outflow","non-commercial",38.08
"2021-03-31","2021",3,"March","Spain","Outflow","non-commercial",350.34
"2021-03-31","2021",3,"March","Ireland","Outflow","non-commercial",0
"2021-03-31","2021",3,"March","Italy","Outflow","non-commercial",120.07
"2021-03-31","2021",3,"March","Iran","Outflow","non-commercial",0
"2021-03-31","2021",3,"March","Poland","Outflow","non-commercial",261.03
"2021-03-31","2021",3,"March","Latvia","Outflow","non-commercial",74.02
"2021-03-31","2021",3,"March","Luxembourg","Outflow","non-commercial",1.77
"2021-03-31","2021",3,"March","Lebanon","Outflow","non-commercial",22.85
"2021-03-31","2021",3,"March","Liechtenstein","Outflow","non-commercial",0
"2021-03-31","2021",3,"March","Lithuania","Outflow","non-commercial",26.43
"2021-03-31","2021",3,"March","Canada","Outflow","non-commercial",84.82
"2021-03-31","2021",3,"March","Korea","Outflow","non-commercial",40.05
"2021-03-31","2021",3,"March","Cyprus","Outflow","non-commercial",29.72
"2021-03-31","2021",3,"March","Hong Kong","Outflow","non-commercial",22.5
"2021-03-31","2021",3,"March","Jordan","Outflow","non-commercial",7.35
"2021-03-31","2021",3,"March","Greece","Outflow","non-commercial",248.62
"2021-03-31","2021",3,"March","India","Outflow","non-commercial",32.01
"2021-03-31","2021",3,"March","Kazakhstan","Outflow","non-commercial",249.64
"2021-03-31","2021",3,"March","Kyrgyzstan","Outflow","non-commercial",48.03
"2021-03-31","2021",3,"March","Japan","Outflow","non-commercial",8.96
"2021-03-31","2021",3,"March","United Kingdom of Great Britain and Northern Ireland","Outflow","non-commercial",134.49
"2021-03-31","2021",3,"March","Isle of Man","Outflow","non-commercial",0
"2021-03-31","2021",3,"March","Monaco","Outflow","non-commercial",0.24
"2021-03-31","2021",3,"March","Netherlands","Outflow","non-commercial",105.82
"2021-03-31","2021",3,"March","Sweden","Outflow","non-commercial",42.27
"2021-03-31","2021",3,"March","Switzerland","Outflow","non-commercial",35.69
"2021-03-31","2021",3,"March","Czechia","Outflow","non-commercial",115.49
"2021-03-31","2021",3,"March","China","Outflow","non-commercial",343.99
"2021-03-31","2021",3,"March","Portugal","Outflow","non-commercial",12.65
"2021-03-31","2021",3,"March","Russian Federation","Outflow","non-commercial",20309.17
"2021-03-31","2021",3,"March","Saudi Arabia","Outflow","non-commercial",0
"2021-03-31","2021",3,"March","Singapore","Outflow","non-commercial",21.2
"2021-03-31","2021",3,"March","Georgia","Outflow","non-commercial",1329.33
"2021-03-31","2021",3,"March","Uzbekistan","Outflow","non-commercial",74.92
"2021-03-31","2021",3,"March","Ukraine","Outflow","non-commercial",1057.01
"2021-03-31","2021",3,"March","Qatar","Outflow","non-commercial",1.63
"2021-03-31","2021",3,"March","Kuwait","Outflow","non-commercial",0.15
"2021-03-31","2021",3,"March","France","Outflow","non-commercial",447.46
"2021-03-31","2021",3,"March","Others","Outflow","non-commercial",350.8800000000083
"2021-03-31","2021",3,"March","Total","Outflow","non-commercial",28677.82
"2021-03-31","2021",3,"March","Australia","Net inflow","non-commercial",345.46999999999997
"2021-03-31","2021",3,"March","Austria","Net inflow","non-commercial",407.19
"2021-03-31","2021",3,"March","United Arab Emirates","Net inflow","non-commercial",608.89
"2021-03-31","2021",3,"March","USA","Net inflow","non-commercial",31553.99
"2021-03-31","2021",3,"March","Belgium","Net inflow","non-commercial",1167.19
"2021-03-31","2021",3,"March","Belarus","Net inflow","non-commercial",-76.47000000000001
"2021-03-31","2021",3,"March","Bulgaria","Net inflow","non-commercial",62.519999999999996
"2021-03-31","2021",3,"March","Germany","Net inflow","non-commercial",3306.92
"2021-03-31","2021",3,"March","Denmark","Net inflow","non-commercial",52.33
"2021-03-31","2021",3,"March","Egypt","Net inflow","non-commercial",-4.919999999999998
"2021-03-31","2021",3,"March","Turkey","Net inflow","non-commercial",134.65
"2021-03-31","2021",3,"March","Israel","Net inflow","non-commercial",511.22999999999996
"2021-03-31","2021",3,"March","Spain","Net inflow","non-commercial",593.5899999999999
"2021-03-31","2021",3,"March","Ireland","Net inflow","non-commercial",767.13
"2021-03-31","2021",3,"March","Italy","Net inflow","non-commercial",63.099999999999994
"2021-03-31","2021",3,"March","Iran","Net inflow","non-commercial",0.36
"2021-03-31","2021",3,"March","Poland","Net inflow","non-commercial",186.61
"2021-03-31","2021",3,"March","Latvia","Net inflow","non-commercial",-17.689999999999998
"2021-03-31","2021",3,"March","Luxembourg","Net inflow","non-commercial",40.88999999999999
"2021-03-31","2021",3,"March","Lebanon","Net inflow","non-commercial",191.02
"2021-03-31","2021",3,"March","Liechtenstein","Net inflow","non-commercial",0.05
"2021-03-31","2021",3,"March","Lithuania","Net inflow","non-commercial",169.87
"2021-03-31","2021",3,"March","Canada","Net inflow","non-commercial",757.8800000000001
"2021-03-31","2021",3,"March","Korea","Net inflow","non-commercial",-10.649999999999999
"2021-03-31","2021",3,"March","Cyprus","Net inflow","non-commercial",102.11000000000001
"2021-03-31","2021",3,"March","Hong Kong","Net inflow","non-commercial",25.299999999999997
"2021-03-31","2021",3,"March","Jordan","Net inflow","non-commercial",61.839999999999996
"2021-03-31","2021",3,"March","Greece","Net inflow","non-commercial",443.27
"2021-03-31","2021",3,"March","India","Net inflow","non-commercial",75.47999999999999
"2021-03-31","2021",3,"March","Kazakhstan","Net inflow","non-commercial",4638.53
"2021-03-31","2021",3,"March","Kyrgyzstan","Net inflow","non-commercial",306.49
"2021-03-31","2021",3,"March","Japan","Net inflow","non-commercial",25.339999999999996
"2021-03-31","2021",3,"March","United Kingdom of Great Britain and Northern Ireland","Net inflow","non-commercial",710.37
"2021-03-31","2021",3,"March","Isle of Man","Net inflow","non-commercial",1.99
"2021-03-31","2021",3,"March","Monaco","Net inflow","non-commercial",20.21
"2021-03-31","2021",3,"March","Netherlands","Net inflow","non-commercial",714.4100000000001
"2021-03-31","2021",3,"March","Sweden","Net inflow","non-commercial",380.56
"2021-03-31","2021",3,"March","Switzerland","Net inflow","non-commercial",480.09
"2021-03-31","2021",3,"March","Czechia","Net inflow","non-commercial",258.3
"2021-03-31","2021",3,"March","China","Net inflow","non-commercial",-271.42
"2021-03-31","2021",3,"March","Portugal","Net inflow","non-commercial",31.53
"2021-03-31","2021",3,"March","Russian Federation","Net inflow","non-commercial",32590.910000000003
"2021-03-31","2021",3,"March","Saudi Arabia","Net inflow","non-commercial",67.66
"2021-03-31","2021",3,"March","Singapore","Net inflow","non-commercial",34.34
"2021-03-31","2021",3,"March","Georgia","Net inflow","non-commercial",214.5
"2021-03-31","2021",3,"March","Uzbekistan","Net inflow","non-commercial",256.28
"2021-03-31","2021",3,"March","Ukraine","Net inflow","non-commercial",215.06999999999994
"2021-03-31","2021",3,"March","Qatar","Net inflow","non-commercial",147.81
"2021-03-31","2021",3,"March","Kuwait","Net inflow","non-commercial",251.85
"2021-03-31","2021",3,"March","France","Net inflow","non-commercial",3555.35
"2021-03-31","2021",3,"March","Others","Net inflow","non-commercial",781.2799999999988
"2021-03-31","2021",3,"March","Total","Net inflow","non-commercial",86930.6
"2021-04-30","2021",4,"April","Australia","Inflow","total",1029.73
"2021-04-30","2021",4,"April","Austria","Inflow","total",1571.42
"2021-04-30","2021",4,"April","United Arab Emirates","Inflow","total",1573.95
"2021-04-30","2021",4,"April","USA","Inflow","total",47997.91
"2021-04-30","2021",4,"April","Belgium","Inflow","total",1346.16
"2021-04-30","2021",4,"April","Belarus","Inflow","total",161.59
"2021-04-30","2021",4,"April","Bulgaria","Inflow","total",289.1
"2021-04-30","2021",4,"April","Germany","Inflow","total",9709.51
"2021-04-30","2021",4,"April","Denmark","Inflow","total",213.69
"2021-04-30","2021",4,"April","Egypt","Inflow","total",17.8
"2021-04-30","2021",4,"April","Turkey","Inflow","total",167.01
"2021-04-30","2021",4,"April","Israel","Inflow","total",551.59
"2021-04-30","2021",4,"April","Spain","Inflow","total",2155.38
"2021-04-30","2021",4,"April","Ireland","Inflow","total",1768.88
"2021-04-30","2021",4,"April","Italy","Inflow","total",419.21
"2021-04-30","2021",4,"April","Iran","Inflow","total",10.19
"2021-04-30","2021",4,"April","Poland","Inflow","total",596.35
"2021-04-30","2021",4,"April","Latvia","Inflow","total",79.21
"2021-04-30","2021",4,"April","Luxembourg","Inflow","total",83.89
"2021-04-30","2021",4,"April","Lebanon","Inflow","total",500.33
"2021-04-30","2021",4,"April","Liechtenstein","Inflow","total",0
"2021-04-30","2021",4,"April","Lithuania","Inflow","total",478.44
"2021-04-30","2021",4,"April","Canada","Inflow","total",1230.72
"2021-04-30","2021",4,"April","Korea","Inflow","total",86.85
"2021-04-30","2021",4,"April","Cyprus","Inflow","total",325.15
"2021-04-30","2021",4,"April","Hong Kong","Inflow","total",311.39
"2021-04-30","2021",4,"April","Jordan","Inflow","total",126.62
"2021-04-30","2021",4,"April","Greece","Inflow","total",724.45
"2021-04-30","2021",4,"April","India","Inflow","total",90.33
"2021-04-30","2021",4,"April","Kazakhstan","Inflow","total",8161.9
"2021-04-30","2021",4,"April","Kyrgyzstan","Inflow","total",461.41
"2021-04-30","2021",4,"April","Japan","Inflow","total",69.55
"2021-04-30","2021",4,"April","United Kingdom of Great Britain and Northern Ireland","Inflow","total",2615.63
"2021-04-30","2021",4,"April","Isle of Man","Inflow","total",16.71
"2021-04-30","2021",4,"April","Monaco","Inflow","total",68.88
"2021-04-30","2021",4,"April","Netherlands","Inflow","total",1314.42
"2021-04-30","2021",4,"April","Sweden","Inflow","total",446.37
"2021-04-30","2021",4,"April","Switzerland","Inflow","total",3276.17
"2021-04-30","2021",4,"April","Czechia","Inflow","total",545.64
"2021-04-30","2021",4,"April","China","Inflow","total",199.98
"2021-04-30","2021",4,"April","Portugal","Inflow","total",21.59
"2021-04-30","2021",4,"April","Russian Federation","Inflow","total",63660.74
"2021-04-30","2021",4,"April","Saudi Arabia","Inflow","total",291.41
"2021-04-30","2021",4,"April","Singapore","Inflow","total",208.34
"2021-04-30","2021",4,"April","Georgia","Inflow","total",1962.11
"2021-04-30","2021",4,"April","Uzbekistan","Inflow","total",295.79
"2021-04-30","2021",4,"April","Ukraine","Inflow","total",1755.86
"2021-04-30","2021",4,"April","Qatar","Inflow","total",239.76
"2021-04-30","2021",4,"April","Kuwait","Inflow","total",860.51
"2021-04-30","2021",4,"April","France","Inflow","total",5291.85
"2021-04-30","2021",4,"April","Others","Inflow","total",2532.939999999973
"2021-04-30","2021",4,"April","Total","Inflow","total",167914.41
"2021-04-30","2021",4,"April","Australia","Outflow","total",88.57
"2021-04-30","2021",4,"April","Austria","Outflow","total",215.46
"2021-04-30","2021",4,"April","United Arab Emirates","Outflow","total",2001.85
"2021-04-30","2021",4,"April","USA","Outflow","total",13160.21
"2021-04-30","2021",4,"April","Belgium","Outflow","total",478.56
"2021-04-30","2021",4,"April","Belarus","Outflow","total",551.12
"2021-04-30","2021",4,"April","Bulgaria","Outflow","total",199.73
"2021-04-30","2021",4,"April","Germany","Outflow","total",4470.8
"2021-04-30","2021",4,"April","Denmark","Outflow","total",57.35
"2021-04-30","2021",4,"April","Egypt","Outflow","total",175.69
"2021-04-30","2021",4,"April","Turkey","Outflow","total",361.78
"2021-04-30","2021",4,"April","Israel","Outflow","total",236.82
"2021-04-30","2021",4,"April","Spain","Outflow","total",2312.07
"2021-04-30","2021",4,"April","Ireland","Outflow","total",4.97
"2021-04-30","2021",4,"April","Italy","Outflow","total",1255.58
"2021-04-30","2021",4,"April","Iran","Outflow","total",963.58
"2021-04-30","2021",4,"April","Poland","Outflow","total",779.38
"2021-04-30","2021",4,"April","Latvia","Outflow","total",423.48
"2021-04-30","2021",4,"April","Luxembourg","Outflow","total",4.16
"2021-04-30","2021",4,"April","Lebanon","Outflow","total",403.78
"2021-04-30","2021",4,"April","Liechtenstein","Outflow","total",43.56
"2021-04-30","2021",4,"April","Lithuania","Outflow","total",64.44
"2021-04-30","2021",4,"April","Canada","Outflow","total",1272.9
"2021-04-30","2021",4,"April","Korea","Outflow","total",96.59
"2021-04-30","2021",4,"April","Cyprus","Outflow","total",1390.04
"2021-04-30","2021",4,"April","Hong Kong","Outflow","total",746.19
"2021-04-30","2021",4,"April","Jordan","Outflow","total",12.82
"2021-04-30","2021",4,"April","Greece","Outflow","total",760.32
"2021-04-30","2021",4,"April","India","Outflow","total",236.39
"2021-04-30","2021",4,"April","Kazakhstan","Outflow","total",584.62
"2021-04-30","2021",4,"April","Kyrgyzstan","Outflow","total",47.96
"2021-04-30","2021",4,"April","Japan","Outflow","total",100.13
"2021-04-30","2021",4,"April","United Kingdom of Great Britain and Northern Ireland","Outflow","total",2295.39
"2021-04-30","2021",4,"April","Isle of Man","Outflow","total",0
"2021-04-30","2021",4,"April","Monaco","Outflow","total",96.29
"2021-04-30","2021",4,"April","Netherlands","Outflow","total",208.75
"2021-04-30","2021",4,"April","Sweden","Outflow","total",118.21
"2021-04-30","2021",4,"April","Switzerland","Outflow","total",6881.85
"2021-04-30","2021",4,"April","Czechia","Outflow","total",230.77
"2021-04-30","2021",4,"April","China","Outflow","total",6865.31
"2021-04-30","2021",4,"April","Portugal","Outflow","total",313.49
"2021-04-30","2021",4,"April","Russian Federation","Outflow","total",35148.6
"2021-04-30","2021",4,"April","Saudi Arabia","Outflow","total",0
"2021-04-30","2021",4,"April","Singapore","Outflow","total",441.73
"2021-04-30","2021",4,"April","Georgia","Outflow","total",2666.69
"2021-04-30","2021",4,"April","Uzbekistan","Outflow","total",367.46
"2021-04-30","2021",4,"April","Ukraine","Outflow","total",1458.75
"2021-04-30","2021",4,"April","Qatar","Outflow","total",0.99
"2021-04-30","2021",4,"April","Kuwait","Outflow","total",0
"2021-04-30","2021",4,"April","France","Outflow","total",1484.06
"2021-04-30","2021",4,"April","Others","Outflow","total",1729.570000000007
"2021-04-30","2021",4,"April","Total","Outflow","total",93808.81
"2021-04-30","2021",4,"April","Australia","Net inflow","total",941.1600000000001
"2021-04-30","2021",4,"April","Austria","Net inflow","total",1355.96
"2021-04-30","2021",4,"April","United Arab Emirates","Net inflow","total",-427.89999999999986
"2021-04-30","2021",4,"April","USA","Net inflow","total",34837.700000000004
"2021-04-30","2021",4,"April","Belgium","Net inflow","total",867.6000000000001
"2021-04-30","2021",4,"April","Belarus","Net inflow","total",-389.53
"2021-04-30","2021",4,"April","Bulgaria","Net inflow","total",89.37000000000003
"2021-04-30","2021",4,"April","Germany","Net inflow","total",5238.71
"2021-04-30","2021",4,"April","Denmark","Net inflow","total",156.34
"2021-04-30","2021",4,"April","Egypt","Net inflow","total",-157.89
"2021-04-30","2021",4,"April","Turkey","Net inflow","total",-194.76999999999998
